id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
QXY-20523617-N-927755-Uu,"Prent Congdon",Negative,0,10-04-2020,4,"Service Outage",Tulsa,Oklahoma,Chatbot,"Within SLA",39,Baltimore/MD
QXZ-11488125-n-168169-64,"Stavro Conahy",Negative,6,10/30/2020,30,"Billing Question",Brooklyn,"New York",Call-Center,"Below SLA",13,"Los Angeles/CA"
QXZ-18241407-s-500074-bx,"Elizabeth Bampton",Negative,0,10/18/2020,18,"Billing Question",Indianapolis,Indiana,Web,"Below SLA",10,Baltimore/MD
QXZ-22453108-C-680654-f2,"Kurt Laxon","Very Negative",0,10-02-2020,2,"Billing Question",Chicago,Illinois,Call-Center,"Within SLA",19,"Los Angeles/CA"
QXZ-56243042-y-057289-qh,"Manny Alliban",Positive,7,10/30/2020,30,Payments,Charlotte,"North Carolina",Call-Center,"Below SLA",23,Baltimore/MD
QYA-10270828-I-870857-Vy,"Jerrine Borzone",Positive,0,10/24/2020,24,"Billing Question",Midland,Michigan,Email,"Below SLA",43,"Los Angeles/CA"
QYA-99796818-y-255429-nB,"Jasmina Sandwick",Negative,6,10/23/2020,23,"Billing Question","New York City","New York",Call-Center,"Within SLA",11,"Los Angeles/CA"
QYB-44729809-S-395184-IR,"Benton Smallwood",Negative,5,10-09-2020,9,"Billing Question",Portland,Oregon,Call-Center,"Below SLA",42,Baltimore/MD
QYB-52599485-3-548996-zx,"Harrison Donnan","Very Negative",0,10-07-2020,7,"Billing Question",Washington,"District of Columbia",Web,"Below SLA",21,"Los Angeles/CA"
QYC-17567937-H-793313-T0,"Kaela McGrah","Very Negative",4,10/16/2020,16,"Billing Question",Buffalo,"New York",Chatbot,"Below SLA",25,Chicago/IL
QYD-34208018-R-924447-u0,"Carla Danilchenko",Negative,0,10-12-2020,12,"Billing Question",Sacramento,California,Web,"Within SLA",10,Chicago/IL
QYE-15026247-g-750914-Ms,"Pearle Gladtbach",Neutral,8,10-08-2020,8,"Billing Question",Corona,California,Email,"Below SLA",29,"Los Angeles/CA"
QYE-29733732-d-684148-Qu,"Marla Erbain",Neutral,8,10/16/2020,16,"Billing Question",Boston,Massachusetts,Email,"Within SLA",20,Denver/CO
QYF-14022260-3-127511-kq,"Stanislaw Howie","Very Negative",0,10/18/2020,18,"Billing Question",Buffalo,"New York",Web,"Below SLA",10,"Los Angeles/CA"
QYF-76023300-B-283276-8k,"Bernadina Brudenell",Negative,0,10-03-2020,3,Payments,Tacoma,Washington,Call-Center,"Within SLA",43,Baltimore/MD
QYG-41392514-4-148007-NS,"Annemarie Fagan",Negative,5,10-09-2020,9,"Billing Question",Miami,Florida,Web,"Within SLA",21,"Los Angeles/CA"
QYH-82652141-G-046764-mM,"Layton Mountlow","Very Positive",0,10/22/2020,22,"Billing Question",Norcross,Georgia,Web,"Within SLA",21,Baltimore/MD
QYI-33064047-4-720346-5N,"Carrol Kier","Very Positive",0,10/15/2020,15,Payments,Atlanta,Georgia,Call-Center,"Within SLA",9,Chicago/IL
QYI-83627239-l-641707-RX,"Ethe Hammerstone",Negative,3,10-04-2020,4,"Service Outage",Norfolk,Virginia,Web,"Above SLA",16,Baltimore/MD
QYI-85234363-b-685049-SV,"Antonia Collingworth",Negative,4,10/22/2020,22,"Billing Question",Indianapolis,Indiana,Email,"Within SLA",24,Baltimore/MD
QYJ-55120097-9-250954-iI,"Gino Rowswell",Negative,6,10/19/2020,19,"Service Outage","Saint Louis",Missouri,Email,"Within SLA",37,Chicago/IL
QYK-27112518-p-747717-R1,"Christoph Joffe",Neutral,0,10/24/2020,24,"Billing Question","Saint Paul",Minnesota,Chatbot,"Within SLA",35,"Los Angeles/CA"
QYK-61318127-p-016626-ly,"Salome MacLise","Very Positive",10,10/19/2020,19,"Billing Question","Little Rock",Arkansas,Email,"Within SLA",12,Baltimore/MD
QYK-71411080-6-347283-fB,"Tristam McIllroy","Very Negative",2,10-06-2020,6,"Service Outage",Washington,"District of Columbia",Email,"Within SLA",42,Baltimore/MD
QYL-31178890-v-514813-Sa,"Sig Reeken",Neutral,0,10-06-2020,6,"Billing Question",Boston,Massachusetts,Chatbot,"Within SLA",13,Baltimore/MD
QYL-94813256-i-768240-Jt,"Ethelin Martinec",Positive,0,10-01-2020,1,"Billing Question",Detroit,Michigan,Call-Center,"Above SLA",44,"Los Angeles/CA"
QYL-99786900-j-215274-Tt,"Loralyn Lorentzen","Very Negative",0,10/20/2020,20,"Billing Question",Albuquerque,"New Mexico",Call-Center,"Above SLA",35,Denver/CO
QYM-45165037-s-156931-ta,"Josepha Achurch","Very Negative",0,10/13/2020,13,"Billing Question",Pensacola,Florida,Email,"Above SLA",39,Baltimore/MD
QYM-54080954-4-671269-bi,"Sheelagh Balleine","Very Negative",0,10/22/2020,22,"Service Outage",Atlanta,Georgia,Chatbot,"Within SLA",29,"Los Angeles/CA"
QYN-13201901-1-117114-Kd,"Cris Yankeev",Negative,0,10/28/2020,28,"Billing Question",Atlanta,Georgia,Call-Center,"Within SLA",18,Baltimore/MD
QYN-64004011-I-388393-Ae,"Chancey MacTimpany",Negative,3,10-05-2020,5,"Billing Question",Louisville,Kentucky,Email,"Within SLA",43,"Los Angeles/CA"
QYO-02166394-A-503854-Bc,"Maximilien Clucas",Negative,5,10/27/2020,27,"Billing Question",Houston,Texas,Web,"Within SLA",8,Denver/CO
QYO-55865790-R-462971-Zv,"Brinna Snibson",Neutral,0,10-01-2020,1,Payments,Honolulu,Hawaii,Call-Center,"Within SLA",19,Chicago/IL
QYQ-08016034-e-627857-Dp,"Grace Ruffler",Neutral,0,10-04-2020,4,"Billing Question",Littleton,Colorado,Web,"Above SLA",8,Baltimore/MD
QYQ-23888229-A-845711-3B,"Kathrine Grigorio",Negative,0,10/26/2020,26,"Billing Question",Gary,Indiana,Chatbot,"Within SLA",17,Baltimore/MD
QYR-09287969-r-214894-Cu,"Cammy Beine",Neutral,6,10/20/2020,20,"Service Outage",Philadelphia,Pennsylvania,Chatbot,"Below SLA",35,Denver/CO
QYR-83004141-K-587350-ru,"Amandi Briston",Neutral,0,10-09-2020,9,"Billing Question","San Antonio",Texas,Chatbot,"Within SLA",38,Baltimore/MD
QYS-02087517-y-102838-K3,"Merralee Corlett",Negative,4,10/23/2020,23,"Service Outage","Little Rock",Arkansas,Email,"Within SLA",18,"Los Angeles/CA"
QYS-19575973-b-254453-yg,"Vanessa Dreher","Very Negative",3,10/29/2020,29,"Service Outage",Sacramento,California,Chatbot,"Within SLA",25,Baltimore/MD
QYS-30307052-l-165142-mS,"Marie-ann Scarr",Neutral,0,10-01-2020,1,"Service Outage","El Paso",Texas,Chatbot,"Within SLA",12,"Los Angeles/CA"
QYS-45917808-L-578845-ld,"Murial Redan",Neutral,0,10/14/2020,14,"Billing Question",Dallas,Texas,Web,"Within SLA",13,Chicago/IL
QYT-17353536-W-619652-Vu,"Preston Penhalurick",Positive,0,10/22/2020,22,"Billing Question",Chicago,Illinois,Email,"Below SLA",35,Chicago/IL
QYU-70445943-A-498162-9O,"Morey Nielson","Very Positive",9,10/25/2020,25,Payments,Roanoke,Virginia,Call-Center,"Within SLA",8,"Los Angeles/CA"
QYW-92296933-2-943107-pL,"Blisse Barszczewski","Very Negative",4,10/21/2020,21,Payments,Naples,Florida,Call-Center,"Below SLA",18,"Los Angeles/CA"
QYX-25786655-u-930585-xx,"Oberon Davoren",Negative,3,10/16/2020,16,"Billing Question",Washington,"District of Columbia",Email,"Above SLA",18,Chicago/IL
QYX-31958240-N-432412-44,"Simona Whodcoat","Very Negative",0,10/22/2020,22,Payments,Greensboro,"North Carolina",Call-Center,"Within SLA",13,Baltimore/MD
QYX-32491652-3-637188-dr,"Umeko Kemmet","Very Negative",0,10/30/2020,30,"Service Outage","New York City","New York",Web,"Within SLA",23,Baltimore/MD
QYX-42225258-j-944054-VC,"Frederich Gleadle",Neutral,0,10/21/2020,21,"Billing Question",Orange,California,Web,"Above SLA",37,Chicago/IL
QYY-79876999-T-227417-T3,"Haroun Riggoll",Negative,0,10/27/2020,27,"Billing Question",Alhambra,California,Chatbot,"Below SLA",22,"Los Angeles/CA"
QYZ-34891084-9-942121-3I,"Lucine Langley",Neutral,0,10/21/2020,21,"Billing Question",Louisville,Kentucky,Email,"Within SLA",9,Chicago/IL
QZA-13778768-D-299035-v6,"Blinny Rait",Neutral,0,10/22/2020,22,"Billing Question",Pomona,California,Web,"Within SLA",12,Baltimore/MD
QZA-96279158-F-705120-s2,"Allene Zapata","Very Negative",0,10-01-2020,1,"Billing Question","Des Moines",Iowa,Email,"Above SLA",29,"Los Angeles/CA"
QZB-19198016-V-588051-f7,"Annamarie Hasnip",Neutral,0,10-09-2020,9,"Billing Question",Corona,California,Chatbot,"Within SLA",5,"Los Angeles/CA"
QZB-36158360-D-554893-77,"Hayes Gerant",Positive,0,10/19/2020,19,"Billing Question",Modesto,California,Call-Center,"Within SLA",42,"Los Angeles/CA"
QZC-50394294-D-894790-0E,"Fancie Musslewhite",Positive,9,10-04-2020,4,"Billing Question",Cleveland,Ohio,Web,"Within SLA",44,Chicago/IL
QZD-91203474-F-722117-NU,"Desirae Tinson",Positive,0,10/14/2020,14,"Billing Question",Minneapolis,Minnesota,Call-Center,"Within SLA",32,"Los Angeles/CA"
QZE-45750761-G-677204-Pg,"Madelina Jendas",Positive,9,10-10-2020,10,"Billing Question","Las Vegas",Nevada,Chatbot,"Within SLA",35,"Los Angeles/CA"
QZE-88942280-d-622298-Tb,"Salvatore Stannett",Negative,0,10/25/2020,25,"Service Outage",Berkeley,California,Email,"Within SLA",23,"Los Angeles/CA"
QZF-82593819-7-522664-pf,"Urson Collard","Very Negative",0,10/29/2020,29,"Service Outage","San Diego",California,Chatbot,"Within SLA",26,Chicago/IL
QZG-55926324-9-275692-lz,"Dilan Wall",Positive,7,10/13/2020,13,"Billing Question",Phoenix,Arizona,Call-Center,"Within SLA",23,"Los Angeles/CA"
QZG-85178019-S-761042-uX,"Vikky Enric","Very Positive",0,10/29/2020,29,"Billing Question",Roanoke,Virginia,Call-Center,"Within SLA",8,"Los Angeles/CA"
QZH-08891713-n-731441-G8,"Samaria Scamal",Negative,0,10/28/2020,28,"Billing Question","Shawnee Mission",Kansas,Web,"Below SLA",44,Baltimore/MD
QZH-27825769-z-483239-9e,"Arlyne Buckthorpe",Neutral,0,10-03-2020,3,"Billing Question",Washington,"District of Columbia",Call-Center,"Within SLA",39,"Los Angeles/CA"
QZI-07716518-G-924494-B2,"Joyous Phillput","Very Negative",0,10-01-2020,1,"Billing Question",Jamaica,"New York",Email,"Above SLA",9,Chicago/IL
QZI-22908150-F-053017-5o,"Elroy Goodier",Positive,7,10-10-2020,10,"Billing Question","Wichita Falls",Texas,Email,"Within SLA",31,Baltimore/MD
QZI-57269115-l-148714-Kf,"Kiley Reeveley",Negative,6,10/18/2020,18,"Billing Question","Garden Grove",California,Web,"Within SLA",38,"Los Angeles/CA"
QZI-78619917-N-718760-c9,"Ardenia Dimbylow","Very Positive",0,10-06-2020,6,"Service Outage",Dallas,Texas,Chatbot,"Below SLA",8,Baltimore/MD
QZJ-39334031-n-513566-De,"Magdalene Dell Casa",Negative,0,10/13/2020,13,"Service Outage",Toledo,Ohio,Chatbot,"Within SLA",31,"Los Angeles/CA"
QZJ-43833680-X-550850-XL,"Hodge Trill",Neutral,0,10/29/2020,29,"Billing Question",Birmingham,Alabama,Chatbot,"Above SLA",29,Baltimore/MD
QZJ-77058319-w-297315-KX,"Ruthi Stace",Negative,0,10-09-2020,9,Payments,"New York City","New York",Call-Center,"Within SLA",36,"Los Angeles/CA"
QZK-87128732-E-219318-CQ,"Cookie Lezemore",Neutral,6,10-01-2020,1,"Billing Question",Austin,Texas,Email,"Below SLA",23,Chicago/IL
QZL-31965200-v-469291-dN,"Denna Thelwll","Very Negative",0,10/23/2020,23,"Billing Question",Syracuse,"New York",Chatbot,"Below SLA",32,"Los Angeles/CA"
QZL-62194939-Z-524297-9q,"Nelli Culwen",Neutral,0,10/14/2020,14,"Billing Question",Dallas,Texas,Chatbot,"Below SLA",43,"Los Angeles/CA"
QZM-60966755-R-229802-Za,"Aleda Breckwell",Negative,6,10-05-2020,5,"Billing Question",Portland,Oregon,Email,"Below SLA",39,"Los Angeles/CA"
QZM-93559455-n-069735-lW,"Ainsley Durkin","Very Negative",0,10/22/2020,22,"Billing Question","New York City","New York",Call-Center,"Within SLA",10,Chicago/IL
QZN-77946601-w-043256-AW,"Wilone McGarvey",Neutral,8,10-02-2020,2,"Billing Question",Springfield,Virginia,Email,"Within SLA",26,Denver/CO
QZP-11780864-N-744086-KV,"Demetra Burdass",Neutral,5,10-05-2020,5,Payments,Atlanta,Georgia,Call-Center,"Above SLA",24,"Los Angeles/CA"
QZQ-35003443-H-879061-aB,"Melessa Crebbin","Very Negative",3,10/29/2020,29,"Billing Question",Cincinnati,Ohio,Chatbot,"Within SLA",17,Baltimore/MD
QZS-44106438-A-463965-bh,"Loralee Kersley",Negative,0,10/14/2020,14,"Billing Question",Billings,Montana,Call-Center,"Within SLA",41,Chicago/IL
QZS-61699426-3-884153-Pg,"Alta Lehr",Negative,0,10/20/2020,20,"Service Outage",Brooklyn,"New York",Chatbot,"Within SLA",17,"Los Angeles/CA"
QZT-73893046-p-155386-v0,"Dominique Briscoe",Negative,0,10/24/2020,24,"Billing Question",Sacramento,California,Chatbot,"Above SLA",37,"Los Angeles/CA"
QZU-26905615-y-891025-Ta,"Tessie McNaughton",Neutral,0,10-12-2020,12,"Billing Question",Minneapolis,Minnesota,Call-Center,"Above SLA",6,Baltimore/MD
QZU-85148390-o-695900-jq,"Gregor Warbeys",Negative,0,10-06-2020,6,"Billing Question",Charlotte,"North Carolina",Call-Center,"Below SLA",25,"Los Angeles/CA"
QZV-51566944-s-434438-kr,"Etta Considine",Neutral,0,10/13/2020,13,"Billing Question","Fort Pierce",Florida,Call-Center,"Above SLA",26,"Los Angeles/CA"
QZW-52478614-q-000114-au,"Fin Sidery",Neutral,0,10-07-2020,7,"Billing Question","Saint Cloud",Minnesota,Chatbot,"Within SLA",41,Baltimore/MD
QZX-40220423-J-658793-dk,"Leonie Fligg",Negative,6,10/20/2020,20,"Billing Question","New Castle",Pennsylvania,Web,"Within SLA",11,Denver/CO
QZX-50386010-z-905225-f3,"Roanna Frankling",Neutral,0,10-09-2020,9,Payments,Stamford,Connecticut,Call-Center,"Above SLA",33,Baltimore/MD
QZY-56901704-N-735499-5W,"Bartolemo Matas",Negative,3,10/20/2020,20,"Billing Question",Gatesville,Texas,Web,"Within SLA",14,"Los Angeles/CA"
QZZ-00715127-p-181930-gV,"Gale Tale",Positive,8,10/19/2020,19,"Service Outage",Arlington,Virginia,Chatbot,"Within SLA",19,Baltimore/MD
QZZ-78373331-h-637547-iN,"Lynda Palek","Very Positive",9,10-08-2020,8,"Billing Question",Brockton,Massachusetts,Chatbot,"Within SLA",38,Baltimore/MD
RAA-20378447-X-376248-It,"Keeley Syme",Neutral,6,10-10-2020,10,"Billing Question","San Luis Obispo",California,Email,"Within SLA",11,"Los Angeles/CA"
RAA-30627010-7-255241-yo,"Kathleen Stares","Very Positive",0,10/22/2020,22,"Billing Question",Cincinnati,Ohio,Call-Center,"Within SLA",24,"Los Angeles/CA"
RAA-40745978-5-244738-OM,"Arabella Bordone",Neutral,6,10/17/2020,17,"Billing Question",Charleston,"West Virginia",Call-Center,"Within SLA",16,"Los Angeles/CA"
RAA-72713546-N-764505-S8,"Halette Sparrow","Very Negative",2,10/19/2020,19,Payments,"New York City","New York",Call-Center,"Within SLA",11,"Los Angeles/CA"
RAB-50760954-W-766386-TF,"Andrey Swane",Negative,0,10/14/2020,14,"Billing Question",Tuscaloosa,Alabama,Web,"Within SLA",33,"Los Angeles/CA"
RAB-71043458-H-387297-V8,"Karlik Dinneges","Very Positive",9,10-02-2020,2,"Billing Question","Port Washington","New York",Call-Center,"Within SLA",18,Baltimore/MD
RAB-98652561-n-823864-Qp,"Linnea Covert","Very Negative",0,10-10-2020,10,"Billing Question",Naples,Florida,Email,"Within SLA",36,Baltimore/MD
RAC-42070978-1-059179-to,"Herc Clementel",Neutral,0,10/25/2020,25,"Billing Question",Monticello,Minnesota,Web,"Below SLA",5,Baltimore/MD
RAD-36929032-i-582256-He,"Rosina Mahody",Negative,0,10/25/2020,25,Payments,Charlotte,"North Carolina",Call-Center,"Within SLA",9,Chicago/IL
RAE-30822266-x-167423-Vi,"Christophorus Speek",Negative,0,10/13/2020,13,"Billing Question",Aurora,Colorado,Email,"Below SLA",5,"Los Angeles/CA"
RAE-31538676-t-108134-zO,"Benedict McCamish",Negative,0,10/20/2020,20,"Billing Question","Shawnee Mission",Kansas,Call-Center,"Below SLA",43,Baltimore/MD
RAF-29863702-8-641075-Fg,"Benny Ca",Negative,0,10/17/2020,17,"Billing Question",Spokane,Washington,Chatbot,"Within SLA",20,"Los Angeles/CA"
RAF-89819494-C-958346-4n,"Idalina Willment",Neutral,0,10/29/2020,29,"Service Outage",Washington,"District of Columbia",Web,"Within SLA",9,Baltimore/MD
RAG-91278779-O-406569-hy,"Wilek McFfaden","Very Negative",0,10/26/2020,26,Payments,Anchorage,Alaska,Call-Center,"Within SLA",31,Chicago/IL
RAI-30595059-T-995800-tv,"Mag Haworth",Neutral,6,10/21/2020,21,"Billing Question","El Paso",Texas,Web,"Within SLA",11,"Los Angeles/CA"
RAI-50863015-S-260115-vF,"Jayson Dudding","Very Negative",2,10-10-2020,10,"Service Outage","Delray Beach",Florida,Chatbot,"Within SLA",10,"Los Angeles/CA"
RAJ-91734525-l-715830-oo,"Lauren Loeber",Neutral,0,10-08-2020,8,"Billing Question",Jacksonville,Florida,Chatbot,"Below SLA",45,Baltimore/MD
RAK-88073617-b-034764-Uw,"Gayle Habbijam",Negative,0,10-09-2020,9,"Service Outage","El Paso",Texas,Email,"Above SLA",28,"Los Angeles/CA"
RAK-89581568-8-967036-sk,"Eula Kinneir",Neutral,0,10-06-2020,6,"Billing Question",Portsmouth,"New Hampshire",Call-Center,"Within SLA",15,Denver/CO
RAL-56992511-W-999845-yk,"Darbee Moakes","Very Positive",0,10/15/2020,15,"Billing Question","New Orleans",Louisiana,Web,"Above SLA",9,Chicago/IL
RAM-92977543-E-785633-ep,"Martha Gluyas",Negative,0,10-02-2020,2,Payments,"Boca Raton",Florida,Call-Center,"Within SLA",8,Baltimore/MD
RAN-06137704-k-457727-36,"Ursola Demer","Very Positive",9,10/30/2020,30,Payments,"Saint Paul",Minnesota,Call-Center,"Above SLA",32,Chicago/IL
RAN-54079917-5-457074-NR,"Pepillo Arnaldo",Negative,0,10/19/2020,19,"Billing Question","Mount Vernon","New York",Web,"Within SLA",33,Baltimore/MD
RAN-88209848-D-452928-Ue,"Cy Sturdy","Very Negative",2,10-02-2020,2,"Billing Question","Panama City",Florida,Call-Center,"Within SLA",34,Chicago/IL
RAO-98518609-A-514009-Pk,"Madlin Warren","Very Positive",0,10/15/2020,15,"Billing Question",Lubbock,Texas,Web,"Below SLA",5,Baltimore/MD
RAP-06085703-l-908363-1L,"Ruperto Stembridge",Negative,4,10-11-2020,11,"Service Outage",Atlanta,Georgia,Chatbot,"Within SLA",25,Chicago/IL
RAP-50668788-O-922039-eR,"Stanford Espinha",Negative,0,10/24/2020,24,Payments,"New York City","New York",Call-Center,"Below SLA",38,Chicago/IL
RAQ-33110658-b-769028-PC,"Keith Eagleston",Neutral,0,10-09-2020,9,Payments,Boise,Idaho,Call-Center,"Within SLA",40,Baltimore/MD
RAQ-76945090-9-738317-uA,"Damiano Beechcraft",Neutral,0,10/26/2020,26,"Billing Question","San Antonio",Texas,Call-Center,"Below SLA",15,Chicago/IL
RAR-45291895-r-649924-WB,"Kermie Kiehnlt",Negative,0,10-07-2020,7,Payments,"New Haven",Connecticut,Call-Center,"Within SLA",40,Baltimore/MD
RAR-87583146-V-585494-r9,"Garrik Philippe",Neutral,7,10-09-2020,9,"Billing Question",Louisville,Kentucky,Web,"Below SLA",24,Baltimore/MD
RAS-27568476-v-236886-RG,"Rubetta Cranton",Neutral,0,10/22/2020,22,"Billing Question",Pueblo,Colorado,Web,"Below SLA",18,Baltimore/MD
RAS-28795376-b-840303-ir,"Rozelle Ipsly",Neutral,0,10/14/2020,14,"Billing Question",Detroit,Michigan,Email,"Within SLA",26,Denver/CO
RAS-47940305-b-836134-qb,"Matt Willarton",Positive,0,10-12-2020,12,"Billing Question",Albuquerque,"New Mexico",Chatbot,"Within SLA",41,Baltimore/MD
RAS-75027767-w-757001-CF,"Charmine Antonognoli",Negative,0,10/15/2020,15,"Service Outage",Fargo,"North Dakota",Chatbot,"Within SLA",9,"Los Angeles/CA"
RAU-37744396-2-812188-W2,"Ailsun Feaks",Negative,0,10-04-2020,4,"Billing Question","Salt Lake City",Utah,Chatbot,"Within SLA",17,Denver/CO
RAU-75984936-e-029665-0a,"Nanine Denington",Negative,0,10/17/2020,17,"Billing Question",Peoria,Illinois,Call-Center,"Within SLA",22,"Los Angeles/CA"
RAV-15276991-1-711000-kJ,"Delores Gurery",Positive,0,10/18/2020,18,"Billing Question","New Orleans",Louisiana,Chatbot,"Below SLA",45,"Los Angeles/CA"
RAV-15622334-E-108436-Vp,"Hildegarde O'Currigan","Very Negative",0,10/15/2020,15,"Billing Question",Hollywood,Florida,Web,"Above SLA",43,Baltimore/MD
RAV-32063488-d-334824-b0,"Corny Hazelgrove",Negative,0,10-04-2020,4,Payments,Newton,Massachusetts,Call-Center,"Above SLA",39,Baltimore/MD
RAV-50299849-3-736622-jw,"Zonnya Klugel","Very Positive",0,10/20/2020,20,"Service Outage",Worcester,Massachusetts,Chatbot,"Below SLA",24,Baltimore/MD
RAW-09837531-F-568622-Qw,"Michell Housegoe",Negative,0,10/27/2020,27,Payments,Houston,Texas,Call-Center,"Within SLA",39,Baltimore/MD
RAW-53384728-o-607892-PB,"Goldia Pearcy",Negative,0,10-07-2020,7,Payments,"Kansas City",Missouri,Call-Center,"Within SLA",37,Baltimore/MD
RAW-61627738-L-848298-Uc,"Tatiana Mulcahy",Negative,0,10/30/2020,30,Payments,Helena,Montana,Call-Center,"Below SLA",40,Baltimore/MD
RAW-98808351-l-609372-Jk,"Merle Laise",Negative,0,10/22/2020,22,"Billing Question",Monticello,Minnesota,Call-Center,"Within SLA",32,"Los Angeles/CA"
RAX-12816033-m-095027-J6,"Enriqueta Orsi",Neutral,0,10/17/2020,17,"Service Outage",Topeka,Kansas,Web,"Below SLA",33,Baltimore/MD
RAX-20623796-D-893948-6P,"Andros Charnick","Very Negative",0,10/13/2020,13,"Billing Question",Sacramento,California,Web,"Within SLA",41,Baltimore/MD
RAX-57999756-F-656765-LL,"Melessa Brimilcome",Neutral,5,10/25/2020,25,"Billing Question",Pittsburgh,Pennsylvania,Call-Center,"Within SLA",11,"Los Angeles/CA"
RAZ-50518343-W-322164-JF,"Klemens Towlson",Negative,0,10-06-2020,6,"Billing Question",Clearwater,Florida,Web,"Within SLA",13,"Los Angeles/CA"
RBC-28592467-S-751661-XN,"Wiley McGlaud","Very Negative",0,10-07-2020,7,"Service Outage",Rochester,"New York",Chatbot,"Within SLA",8,Chicago/IL
RBC-59686852-1-903659-Ux,"Bonita Winfield",Neutral,6,10/15/2020,15,"Billing Question",Stockton,California,Chatbot,"Within SLA",29,Chicago/IL
RBC-68952975-U-799101-1U,"Ines Jandera",Positive,7,10-08-2020,8,"Billing Question",Columbus,Ohio,Email,"Within SLA",17,Baltimore/MD
RBD-27984504-h-244889-UO,"Valida Goymer",Positive,0,10-06-2020,6,Payments,Dallas,Texas,Call-Center,"Within SLA",42,Baltimore/MD
RBD-47415934-X-571706-jp,"Agosto Kealy",Neutral,6,10-12-2020,12,"Service Outage","Saint Louis",Missouri,Email,"Above SLA",42,Denver/CO
RBD-62158752-d-984274-IK,"Rosetta Foot","Very Negative",0,10/20/2020,20,Payments,Boise,Idaho,Call-Center,"Within SLA",10,Baltimore/MD
RBE-90731161-D-001232-pk,"Harbert Pechard",Neutral,0,10/24/2020,24,"Service Outage","Las Cruces","New Mexico",Chatbot,"Above SLA",19,Baltimore/MD
RBF-16131887-k-628419-qm,"Orton Buchanan",Negative,0,10-03-2020,3,"Billing Question",Bozeman,Montana,Web,"Above SLA",10,"Los Angeles/CA"
